id,loss
4,1920.105712890625
6,2312.37060546875
9,9078.8642578125
12,5216.091796875
15,1113.2724609375
17,2257.08251953125
21,2436.316162109375
28,1626.58056640625
32,2607.762451171875
43,3207.26123046875
46,2974.5595703125
50,1582.1090087890625
54,1636.806640625
62,2792.649658203125
70,1689.11376953125
71,4847.0048828125
75,1901.940673828125
77,3351.525146484375
81,2757.1064453125
83,2484.624755859375
87,1630.140869140625
97,2756.47705078125
103,2158.648681640625
119,1348.320556640625
120,1956.26953125
127,1590.763916015625
138,3003.759033203125
141,3597.201171875
148,1299.696533203125
150,2233.157470703125
151,2466.935546875
158,2063.81494140625
160,7019.494140625
165,3547.572509765625
168,3838.426513671875
169,4925.115234375
177,3203.41357421875
178,3815.150146484375
184,1784.073974609375
194,2225.79931640625
198,2245.74853515625
203,5854.076171875
211,2180.706787109375
217,1638.9508056640625
219,1740.00048828125
221,4639.67431640625
227,2739.79052734375
230,1734.7216796875
235,2126.689453125
240,1479.09619140625
243,3114.742919921875
249,6141.296875
253,2430.91650390625
258,1780.9139404296875
261,1716.7626953125
263,3031.2685546875
264,2695.5400390625
265,5188.7431640625
268,2226.98876953125
271,1959.4876708984375
274,6042.5390625
275,989.4199829101562
279,2122.38330078125
282,1619.7677001953125
286,2605.474609375
288,1625.645263671875
294,2757.51904296875
296,1398.502685546875
297,1855.8134765625
300,1123.8282470703125
303,9123.8564453125
314,1595.3541259765625
315,4508.0634765625
321,2672.168212890625
323,5305.6455078125
330,4003.33203125
341,1425.50390625
342,5003.7099609375
352,2002.783447265625
353,4028.337646484375
360,6883.89453125
361,1878.50048828125
362,3619.50927734375
366,1661.178466796875
372,3319.0439453125
376,3856.73193359375
377,2761.666259765625
379,1758.5269775390625
380,3723.751708984375
387,1545.234375
392,2180.1591796875
394,8996.6962890625
395,2319.154541015625
397,1918.092041015625
407,5325.44580078125
411,7114.1142578125
416,2778.33544921875
417,1861.527099609375
419,3456.4560546875
428,4594.0751953125
431,2042.72216796875
436,8001.1357421875
438,2069.22119140625
445,6144.04296875
446,6757.2099609375
455,1620.01953125
456,1321.2982177734375
461,1371.104248046875
463,2025.118408203125
464,3948.8154296875
466,2029.07666015625
467,3061.71337890625
470,1604.653076171875
475,1597.436279296875
482,3917.81396484375
490,3529.96728515625
496,2886.98828125
497,6585.40673828125
508,3652.65966796875
510,2484.429931640625
512,3430.5947265625
513,3299.62548828125
523,2287.665771484375
531,5913.4541015625
532,3009.839111328125
533,2059.63671875
537,1603.8558349609375
544,4239.3720703125
547,3097.80029296875
556,8135.478515625
565,2056.2470703125
566,1807.484375
571,1679.219482421875
573,2161.376708984375
574,1204.211669921875
581,2828.312255859375
585,2066.02099609375
589,2504.41259765625
597,1646.557373046875
601,3059.03955078125
602,2470.934814453125
613,2382.352294921875
616,1827.1231689453125
619,2103.204833984375
622,2492.85693359375
623,2183.772216796875
629,1685.382568359375
634,1835.1494140625
638,1485.8720703125
642,1497.85302734375
643,2389.971435546875
645,1476.00634765625
648,7060.02685546875
652,2249.285888671875
664,1257.8431396484375
666,2329.860107421875
672,1592.9031982421875
676,3401.978759765625
678,3482.866943359375
682,2105.765869140625
686,3493.576171875
688,3245.046875
689,1873.2545166015625
690,2348.625244140625
692,7227.55517578125
695,2253.061767578125
697,5230.67529296875
698,1797.5631103515625
706,2960.6943359375
708,1929.564697265625
712,3513.45703125
715,3481.337646484375
717,1645.8304443359375
725,2935.23828125
729,1147.884033203125
737,2048.251220703125
739,4639.888671875
747,4114.75
753,2877.676513671875
758,2827.669677734375
759,2868.3984375
763,1572.322998046875
773,5227.1357421875
774,2545.545654296875
776,2130.5537109375
788,4633.052734375
790,4316.85595703125
794,2191.9453125
801,2485.72802734375
802,2348.510498046875
805,1981.3837890625
809,5622.2841796875
812,2662.449951171875
825,2397.441162109375
828,2661.88671875
830,2292.93359375
833,1579.367431640625
850,4979.830078125
852,6276.447265625
862,1770.4488525390625
863,2172.970458984375
864,1935.021484375
865,3007.251708984375
868,6182.572265625
872,1711.266845703125
879,5503.79296875
880,1942.5350341796875
883,2085.092529296875
886,1931.4404296875
923,1686.325927734375
924,1738.016845703125
932,1890.271484375
945,6433.99169921875
947,7302.345703125
948,2209.1318359375
955,3086.1181640625
963,4152.4296875
979,2100.159912109375
989,2136.322998046875
994,2815.444091796875
995,2155.277099609375
998,2049.05615234375
1000,4266.84716796875
1018,3222.64404296875
1019,2715.667724609375
1028,2286.8525390625
1034,1506.50146484375
1038,2312.2490234375
1040,1998.63818359375
1042,1724.0296630859375
1057,6904.2431640625
1058,2123.7939453125
1063,1162.373046875
1066,3878.423828125
1071,3726.30810546875
1073,3598.14208984375
1074,2882.04248046875
1077,4322.9072265625
1080,11452.326171875
1088,1232.7276611328125
1096,1736.093017578125
1097,8094.1337890625
1105,5833.5
1115,2189.93212890625
1116,2974.459228515625
1122,2522.320068359375
1130,4128.06396484375
1133,1715.75048828125
1137,2440.4453125
1140,2097.340576171875
1143,8589.349609375
1149,7764.92724609375
1150,1290.26611328125
1153,1852.66552734375
1157,1481.947998046875
1180,1051.474853515625
1183,1733.6143798828125
1188,2228.99267578125
1193,1675.158447265625
1200,1424.5361328125
1209,3546.062744140625
1214,1823.42236328125
1219,2902.21826171875
1223,5851.673828125
1227,1300.96484375
1228,1607.8525390625
1229,4196.71435546875
1233,2263.871826171875
1238,4762.9091796875
1239,2353.1689453125
1241,3039.15380859375
1243,2133.50732421875
1244,1542.5185546875
1245,3965.05322265625
1277,3760.24169921875
1279,3640.07421875
1292,8469.1865234375
1293,2813.8076171875
1299,8985.259765625
1304,2478.81787109375
1313,4508.81982421875
1328,3251.476806640625
1330,1907.40087890625
1334,1853.642578125
1335,1927.240478515625
1336,4934.03662109375
1341,1837.3994140625
1344,1320.46923828125
1351,2033.00830078125
1352,2134.501953125
1354,2098.1865234375
1368,5617.640625
1373,1933.18994140625
1375,1279.953857421875
1381,2431.703857421875
1384,3795.36669921875
1385,3788.409423828125
1388,6877.74609375
1401,4729.8818359375
1402,3398.696044921875
1404,1920.9578857421875
1406,1733.075439453125
1409,1720.3411865234375
1422,1729.517333984375
1429,3520.0126953125
1433,4869.1591796875
1438,1767.625732421875
1444,1787.975830078125
1446,1676.4130859375
1450,1626.7403564453125
1451,1531.3397216796875
1454,1911.46240234375
1458,2969.95556640625
1461,3078.868896484375
1464,4935.83642578125
1465,1765.5399169921875
1478,2237.368408203125
1479,1959.4671630859375
1480,3147.85009765625
1484,2454.8359375
1486,1210.067138671875
1488,1407.547607421875
1489,3081.15087890625
1491,1242.3349609375
1507,2134.54541015625
1515,1842.25830078125
1519,2235.88232421875
1528,2221.201171875
1529,1299.277587890625
1530,2747.05078125
1532,1461.5489501953125
1541,1668.91748046875
1542,3159.65771484375
1547,1632.500244140625
1549,1879.846923828125
1553,2445.102783203125
1554,3396.31298828125
1555,1707.7620849609375
1559,1906.517578125
1565,2057.411865234375
1568,1497.48193359375
1576,3295.131591796875
1579,1311.7623291015625
1592,1753.279052734375
1596,3571.97900390625
1605,1653.241943359375
1607,2013.619384765625
1612,1938.7381591796875
1617,3054.13427734375
1619,2732.987060546875
1620,7722.4521484375
1624,2637.89208984375
1627,1387.43115234375
1633,2582.583984375
1636,1922.3729248046875
1639,1687.585693359375
1640,2975.223876953125
1644,1943.246337890625
1646,2874.341552734375
1647,3265.235595703125
1654,1833.4912109375
1655,3546.608642578125
1664,5350.06689453125
1665,2221.0732421875
1667,5870.50390625
1669,1587.427978515625
1678,2384.51953125
1682,2206.736572265625
1689,1556.3160400390625
1690,2913.669921875
1693,6160.44140625
1695,1186.302490234375
1705,1867.521484375
1706,2851.369873046875
1708,3446.436767578125
1716,2429.3857421875
1720,8087.83984375
1722,1781.13720703125
1749,5243.197265625
1750,1928.524169921875
1751,6644.916015625
1760,2370.813232421875
1763,3816.634033203125
1770,1984.4163818359375
1777,2268.103759765625
1785,4732.0234375
1791,1512.2532958984375
1794,5818.99560546875
1800,1827.7982177734375
1816,1636.83056640625
1817,1734.4913330078125
1821,2578.2314453125
1836,1600.426025390625
1838,2057.13671875
1851,2487.434326171875
1852,3805.4453125
1854,2270.58740234375
1856,1294.1307373046875
1865,1155.44384765625
1872,1283.5684814453125
1878,1549.08544921875
1880,1775.571533203125
1881,1265.93994140625
1882,2613.630859375
1886,1107.91015625
1892,2253.118408203125
1894,2829.8125
1898,2767.534423828125
1899,2777.41357421875
1902,1752.354736328125
1903,5706.5009765625
1906,2619.718505859375
1910,2858.576171875
1911,1970.233642578125
1914,2720.58837890625
1929,3997.3505859375
1932,1720.4166259765625
1952,1112.823486328125
1959,1463.974609375
1960,2524.126220703125
1976,4418.09765625
1980,3218.28662109375
1981,2306.232177734375
1987,1885.5465087890625
1994,1725.53125
2000,1433.324951171875
2008,2759.492919921875
2011,2723.439697265625
2012,5873.603515625
2019,1966.5322265625
2022,4214.12451171875
2024,7120.763671875
2028,1584.6865234375
2030,4035.839111328125
2031,6349.4150390625
2047,1857.81494140625
2049,1381.6162109375
2050,1552.6231689453125
2051,3724.2587890625
2056,1623.13623046875
2057,1923.610107421875
2059,3477.492919921875
2069,3101.340087890625
2085,1947.1875
2089,1219.152099609375
2090,2583.714599609375
2101,3916.41552734375
2114,3478.30419921875
2115,1698.45166015625
2118,1672.6968994140625
2119,2218.48193359375
2125,1787.23876953125
2128,3195.787109375
2129,1786.7490234375
2132,2947.0126953125
2133,2822.833984375
2135,1190.350830078125
2136,2084.600341796875
2143,1417.9541015625
2144,1933.18896484375
2145,3676.528564453125
2152,2456.7724609375
2160,3183.359375
2166,1954.76220703125
2169,1654.95654296875
2170,2165.849609375
2172,2206.023193359375
2181,2099.76318359375
2183,1636.87890625
2185,2923.11376953125
2188,1713.340576171875
2189,2763.49560546875
2194,3059.080078125
2202,1705.1201171875
2208,2686.104248046875
2227,1814.56298828125
2230,6078.46875
2235,3537.85302734375
2236,2007.3988037109375
2244,7188.142578125
2248,1855.699951171875
2252,1473.202392578125
2254,1659.3193359375
2260,5953.48486328125
2263,2452.439697265625
2274,1503.986083984375
2277,1532.098388671875
2279,6509.89990234375
2280,10688.9091796875
2283,4159.953125
2284,1410.800048828125
2288,5375.59521484375
2292,2171.987060546875
2295,6820.70166015625
2296,1454.5303955078125
2299,2634.365234375
2315,6458.654296875
2318,2075.761962890625
2329,10150.57421875
2337,1623.939208984375
2340,1681.418212890625
2342,2561.773681640625
2347,4426.23046875
2349,5479.830078125
2354,2132.15234375
2361,2312.265625
2370,2133.48388671875
2378,3797.46044921875
2382,5415.2568359375
2387,2054.9404296875
2389,2250.932373046875
2394,1961.849853515625
2396,2034.2783203125
2400,3175.99462890625
2407,2948.97509765625
2414,1435.7021484375
2415,2584.07763671875
2421,2438.297119140625
2427,1720.1259765625
2428,4036.159423828125
2430,2578.554931640625
2435,2298.24072265625
2445,4805.84375
2446,1824.2392578125
2447,1839.874267578125
2449,2734.07958984375
2451,2487.75390625
2458,10705.3193359375
2462,8313.3857421875
2463,2817.364501953125
2467,4029.401611328125
2471,6207.0732421875
2475,2050.125732421875
2478,2664.796875
2483,4023.904296875
2485,1597.825439453125
2487,1366.7061767578125
2494,1116.2666015625
2497,2603.482666015625
2499,1802.27734375
2503,2500.27783203125
2513,3128.286376953125
2515,2399.01171875
2522,1910.91796875
2523,2481.55029296875
2528,2393.266357421875
2532,5855.94482421875
2536,1637.401123046875
2538,1919.1346435546875
2539,1597.0074462890625
2540,3184.2900390625
2545,6665.68212890625
2548,1422.815673828125
2549,1216.6495361328125
2553,1941.522705078125
2563,1681.4425048828125
2566,3015.58203125
2574,2064.04248046875
2575,2936.383544921875
2584,2193.539306640625
2588,3092.881103515625
2589,1342.2115478515625
2592,2049.16455078125
2596,2035.6129150390625
2598,2292.52783203125
2602,2025.9754638671875
2603,1743.41357421875
2607,1951.2279052734375
2609,2148.1884765625
2611,6586.05078125
2627,2003.51708984375
2628,2208.432861328125
2630,2425.632080078125
2633,2516.586669921875
2636,7011.208984375
2640,1479.134033203125
2641,1689.0638427734375
2657,5101.1923828125
2659,1477.150146484375
2662,1243.5811767578125
2663,1746.2403564453125
2667,2653.14453125
2670,1549.6480712890625
2682,2189.470458984375
2694,3586.78125
2699,7976.5419921875
2700,2630.800048828125
2703,4346.21533203125
2708,2335.61962890625
2714,1232.5428466796875
2725,1311.4794921875
2726,2146.654052734375
2727,1509.4583740234375
2732,2512.34619140625
2733,6832.396484375
2736,4886.61865234375
2745,2825.231689453125
2760,1800.813720703125
2764,2141.04833984375
2765,6138.39794921875
2766,1093.3167724609375
2775,1766.952880859375
2783,2386.271240234375
2784,1551.6158447265625
2786,4480.70703125
2801,1728.328857421875
2803,2856.64501953125
2813,6260.61962890625
2815,6327.48876953125
2816,1874.61962890625
2818,2629.50732421875
2819,4219.6982421875
2822,1845.822998046875
2825,1938.48388671875
2826,1998.4454345703125
2830,2370.911376953125
2834,2140.378662109375
2835,5749.6416015625
